"","text","page","method","year"
"90","       Real Estate Mortgage Co .. D ir ect or.",1,"adobe",1899
"91","COOK. GEORGE HARVEY, 50 Broadwa y.",1,"adobe",1899
"92","          Briga ntine Entertainme nt Co., President a n d D irector.",1,"adobe",1899
"93","          Brigantine Tran sporta tion Co., President and Direct or.",1,"adobe",1899
"94","          Philadelphia. & Briga ntine R.R. Co., President and Director.",1,"adobe",1899
"95","COOK, GEORGE R ., 63 R eade Street.",1,"adobe",1899
"96","          Empire R ubbe r M a nufacturing Co., Treasurer a nd Director.",1,"adobe",1899
"97","          S tephen Ballard Rubber Co., Director.",1,"adobe",1899
"98","COOK, GILBERT S., 319 Greenwich Street.",1,"adobe",1899
"99","          Bartlett L a mp Man ufacturing Co., President a nd Director.",1,"adobe",1899
"100","          G. S. Cook Co., President a n d Di rector.",1,"adobe",1899
"101","COOK. HENRY A., 41 W a.11 Street.",1,"adobe",1899
"102","          Cook Electric Co., Director .",1,"adobe",1899
"103","COOK, HENRY F .. 64 M a lden L ane.",1,"adobe",1899
"104","          Alvin Man ufacturing Co., Vice-Presid ent and Director .",1,"adobe",1899
"105","          Brooklyn Watc h Case Co., The, Direct or .",1,"adobe",1899
"106","          Fahys Watch Case Co., The, Treas u r er a nd Director .",1,"adobe",1899
"107","COOK, HENRY H ., 100 Broadway.",1,"adobe",1899
"108","          N a tional B an k of N ort h America, The, D irector .",1,"adobe",1899
"109","          Sta te Trust Co. , The, Vice-Pr esident a nd Trustee.",1,"adobe",1899
"110","          Valley Farms Co., President a nd Director.",1,"adobe",1899
"111","1.':00K, HOW ARD M .. 1( 6 Fra n k lin S tr eet.",1,"adobe",1899
"112","          Cook & Bernhelm er Co., Treasurer and D irector.",1,"adobe",1899
"113","COOK, J . A., 188 Bal tic Street, Brooklyn.",1,"adobe",1899
"114","          Progressive Age Publishing Co., Director.",1,"adobe",1899
"115","COOK, J . WALLIS, 126 Malden Lane.",1,"adobe",1899
"116","          Mascot Manufacturing Co., S ecr etary a nd D irector.",1,"adobe",1899
"117","COOK. J OHN H. , 119-121 West Twenty-third Street.",1,"adobe",1899
"118","          G. W. D!lllngha m Co., Presiden t and DII·ector .",1,"adobe",1899
"119","COOK, LEWIS P ., 114 E ast F ourteenth Street .",1,"adobe",1899
"120","          J . F. Fradley & Co., Secr e tary and Direc tor .",1,"adobe",1899
"121","",1,"adobe",1899
"122","102            THE AUDIT COMPANY OF NEW YORK.",2,"adobe",1899
"123","COOK, MA RTIN R., 144 Frank lin Street.",2,"adobe",1899
"124","          Cong ress Brewing Co. (Limited) , Direc tor.",2,"adobe",1899
"125","          Cook & Bernhelm er Co., PJ·esident and Director.",2,"adobe",1899
"126"," COOK, ROBERT A., 66 Ma lden L ane.",2,"adobe",1899
"127","           Standard Stl1ca Cem ent Co., Director.",2,"adobe",1899
"128","COOK, SENIOR S., fl Wall S treet.",2,"adobe",1899
"129","          Cook Electric Co. , President and D irector.",2,"adobe",1899
"130","r::ooK, ST EPHEN G., 56 Sixth Avem1P..",2,"adobe",1899
"131","          W est Side Sa,·lngs B a nk, President and Trui:itee.",2,"adobe",1899
"132","COOK, WILLIAM H ., 137 W est 1.' w e n ty-thlrd Street.",2,"adobe",1899
"133","          N . Y. Lltho-Process Co., Director .",2,"adobe",1899
"134","COOK E, ABRAM. 234 P o w ers Street , Brookl y n .",2,"adobe",1899
"135","          WUliamsburgh Sa v ings Bank, Brookly n, Trustee.",2,"adobe",1899
"136","COOKE, CHARLES S., 147 C hr.mber s Street.",2,"adobe",1899
"137","          Cooke & Cobb Co., Secretary and Director.",2,"adobe",1899
"138","COOKE, ERNEST W., 40 Wall Street.",2,"adobe",1899
"139","          International Hydraulic Co., Director .",2,"adobe",1899
"140","          JacQues Cartier W ater Power Co., Director.",2,"adobe",1899
"141","C00l{E, HENRY D., 160 Broadway.",2,"adobe",1899
"142","          Ge n era l Com prePsed Air Co., The, Direct or.",2,"adobe",1899
"143","          N. J. Mu toscope Co., Vice-Preside nt and Director .",2,"adobe",1899
"144","COOKE, L EE. 231 Broadway.",2,"adobe",1899
"145","         Standard Ore R eduction Co., Treasu rer and Director .",2,"adobe",1899
"146","          W esley Ma nufa cturi ng Co., Presid e nt and Director.",2,"adobe",1899
"147","COOKE, R ICHARD F., 214 Willia m Street.",2,"adobe",1899
"148","          J. E. L inde P aper Co .. Vice-President. Secretary and Dlrector.",2,"adobe",1899
"149","COOKE, RICHARD K., 77 East Eight y-second Street.",2,"adobe",1899
"150","          Mulhern Steam H eating Co., Treasu rer a nd Director.",2,"adobe",1899
"151","COOKE, WATTS. 45 Broadway.",2,"adobe",1899
"152","          P assaic Rolling Mill Co. , P resident and Director.",2,"adobe",1899
"153","COOJ{E, W ILLIAM A., 141 Ch a mber s Street.",2,"adobe",1899
"154","          Cook e & Cobb Co., Presid ent and D irector .",2,"adobe",1899
"155","COOKINGHA M, ElTGENE, 157 F ranklin Street.",2,"adobe",1899
"156","          Crandall ·& G odley Co., The, Vice-Presiden t , Treasu re r and Direct or.",2,"adobe",1899
"157","COOLBAUGH, FRANK W., 256 Broadway.",2,"adobe",1899
"158","         Sterling wo.rth Railway Supply Co. , President a nd D irect or .",2,"adobe",1899
"159","COOLIDGE, DANIEL, 71 Broadway.",2,"adobe",1899
"160","          Manaos RaUway Co., President and D ir ector.",2,"adobe",1899
"161","COOLIDGE, T . J EFFERSON. JR. , Boston.",2,"adobe",1899
"162","          Amer ican B ell T elephone Co., Director.",2,"adobe",1899
"163","          Audit Co. of N. Y., The, Me mber of the Advisory Committee.",2,"adobe",1899
"164","          Boston Elevated R ailw ay Co. , Director.",2,"adobe",1899
"165","          General Electric Co., Director.",2,"adobe",1899
"166","          N a tional Bank of Commer ce, Boston , Director.",2,"adobe",1899
"167","          Old Colony 'T rust Co., Bos ton, P resident a nd Director.",2,"adobe",1899
"168","          Oregon Short Line R.R. Co., Vice-President and Director.",2,"adobe",1899
"169","          P aclftc Coast Co., Director.",2,"adobe",1899
"170","          Planters' Compress Co .. Director.",2,"adobe",1899
"171","          Un ion Fruit Co., Director.",2,"adobe",1899
"172","          Union Pacific R.R. Co., Director .",2,"adobe",1899
"173","COOLRIDGE , ERWIN L .. 512 W est Forty-first Street .",2,"adobe",1899
"174","          K atahdln Book Co., President and Direct or .",2,"adobe",1899
"175","COOMBE, H. BERNARD. 14 Clifton Place, Brooklyn.",2,"adobe",1899
"176","          L elb lnger Brewing Co., Secr e tary a nd Director .",2,"adobe",1899
"177","          P eople's Ba nk. Brooklyn, Ca!!hler a nd Director.",2,"adobe",1899
"178","COOMBS, WILLTA M .1., 198 M ontague Street, Brooklyn.",2,"adobe",1899
"179","          Flint, Eddy & Co. , Direct or .",2,"adobe",1899
"180","          M anu facture r s ' Trui:t Co., Brooklyn, President and Direc t or .",2,"adobe",1899
"181","          M echn n tcn l Rubber Co .. Director.",2,"adobe",1899
"182","COOMES, H ENRY M .. 111 Fifth Avenue.",2,"adobe",1899
"183","          William R. Pitt. Composite Iron Works, Treasurer and D irect or.",2,"adobe",1899
"184","",2,"adobe",1899
"185","                        DIRECTORY OF l>J}{.EC'l'OHS.",3,"adobe",1899
"186","COO X, J. EDGAR, 16 C ha mbe rs Street.",3,"adobe",1899
"187","          Tide \Nate r Pipe Co .. •rreasurer and Direct or.",3,"adobe",1899
"188","          \ V. & J. Tiebou l. Treasure r and Dlrec lOr .",3,"adobe",1899
"189","COON, JOHN, 49 ·w a rren Street.",3,"adobe",1899
"190","          \Va t e rbury Ru bbe r Co .. Director.",3,"adobe",1899
"191","COONEY, DANIEL F., 88 W a shing ton Street.",3,"adobe",1899
"192","          Rive rdale Park Co., Director.",3,"adobe",1899
"193","COONEY, JOSEPH M .. 31 Union Squa re, North.",3,"adobe",1899
"194","          Carpet and U phols tery Association, Treasurer and Director.",3,"adobe",1899
"195","         Revie w Publishing Co., Director.",3,"adobe",1899
"196","COONEY, PATRICK, 203 Broadway.",3,"adobe",1899
"197","         Dittman Powder & Chemical Co., Director.",3,"adobe",1899
"198","COONEY, WILLIAM J. , 184 West F ourth Street.",3,"adobe",1899
"199","         Carpet and U phoh;tery A ssocia tion, Direc tor.",3,"adobe",1899
"200","COOPER, CHARLES, 100 B roadway.",3,"adobe",1899
"201","         B revoo rt Sa v!ngs B a nk, Brooklyn, Trustee.",3,"adobe",1899
"202","         H a mllton Trust Co., Brook lyn, TruE""tee.",3,"adobe",1899
"203","          Hudson Light and Powe r and Railroa d Co., President and Director.",3,"adobe",1899
"204","          Kings County Elect ric Lig ht a nd P ower Co., Direc tor.",3,"adobe",1899
"205","COOPER. CHARLES W., 113 East Twenty-first Street.",3,"adobe",1899
"206","         P et er Cooper's Glue Factory, Director.",3,"adobe",1899
"207","         Willlamsburgh Savings Bank, The, Trustee.",3,"adobe",1899
"208","<'OOPER. EDWARD, 13 Burling Slip.",3,"adobe",1899
"209","         C hrysollte Silver Mining Co., Director.",3,"adobe",1899
"210","          N. J . S teel and Iron Co., President and Director.",3,"adobe",1899
"211","         Peter Cooper' s Glue Factory, President and Direc tor.",3,"adobe",1899
"212","         U. s. Trus t Co., Trus tee .",3,"adobe",1899
"213","COOPER, FRANK H., 294 Sixth Avenue.",3,"adobe",1899
"214","         Sieg e l-Cooper Co., Vlce-Presitle nt a nd Directo r.",3,"adobe",1899
"215","COOPER, GEORGE B. F ., SO Broadwa y.",3,"adobe",1899
"216","         N . Y. ll:<)uipm e nt Co.. Director.",3,"adobe",1899
"217","COOPER, H. D., 54 Worth Street.",3,"adobe",1899
"218","         Union Selling Co., D irector.",3,"adobe",1899
"219","COOPER, JOSEPH M .. 220 Broadway.",3,"adobe",1899
"220","         Maintenance Co., Secretary a nd Director.",3,"adobe",1899
"221","COOPER, THOMAS 8., 107-109 Broadwa y, Brookl yn.",3,"adobe",1899
"222","          Manufac turer s' Nation a l Ba nk, Brooklyn, Director.",3,"adobe",1899
"223","COOPER. W. H., 294 Sixth Avenue.",3,"adobe",1899
"224","         Siegel-Coope r Co.. Director.",3,"adobe",1899
"225","COPE LAND, H. C., 962 Eighth Avenue.",3,"adobe",1899
"226","         River s ide Bank, PrC'sidc nt and Director.",3,"adobe",1899
"227","COPPELL, ARTHUR, 24 Exch a ng e Place .",3,"adobe",1899
"228","         D enver & Rio Gra nd(' R.R. Co.. Director.",3,"adobe",1899
"229","         R io Gra nde S outhe rn R .R. Co .. Director.",3,"adobe",1899
"230","COPPELL, GEORGE, 24 Exch a nge Place.",3,"adobe",1899
"231","         American Car & F oundry c o·.. Director.",3,"adobe",1899
"232","         A tlantic Mutua l Ins ura n ce Co .. 'l'he. Trustee.",3,"adobe",1899
"233","         Audit Com pany of N ew York, Th e, Director.",3,"adobe",1899
"234","         C hicago. V.' lnc onsin & Minneso t a R a ilway Co., Pres ident and Director.",3,"adobe",1899
"235","         Denve r & Rio Grande Railroa d Co., Cha irma n of the Board of Directors.",3,"adobe",1899
"236","         D enve r Consolida ted G a3 Co. , The, Vice-Preside nt and Director.",3,"adobe",1899
"237","         D enver Union W a te r Co., T h e, Director.",3,"adobe",1899
"238","         Equitable Sec urities Co., The, Director .",3,"adobe",1899
"239","          Mc Kenna Steel W orking Co., of Joliet, Ill., The, Vice-Preside nt and Di-",3,"adobe",1899
"240","              r ector.",3,"adobe",1899
"241","         Mercantile Trust Co .. Director.",3,"adobe",1899
"242","         M e tropolitan Trus t Co., Tru:ot ee.",3,"adobe",1899
"243","         N orfolk. & Western R a ilway Co.. The, Direct or.",3,"adobe",1899
"244","         R a ilwa y Equlpment Co., of Minnesota, The , Preside nt and Direc tor .",3,"adobe",1899
"245","         Rio Gra nde Southe rn Railroad Co., The, Vice-President and Direct or.",3,"adobe",1899
"246","                                         rcontlnued.)",3,"adobe",1899
"247","",3,"adobe",1899
"248","104           THE AUDIT COMPANY OF NEW YORK,",4,"adobe",1899
"249","         United States Guarantee Co., of N ew York, The, Second Vice-President and",4,"adobe",1899
"250","             Director .",4,"adobe",1899
"251","         W isconsin Centra l R a ilway Co., Cha.lrmar. of the Board of Directors.",4,"adobe",1899
"252","         Wiscon sin Central R.R. Co., President and Director.",4,"adobe",1899
"253","CORBETT, OTIS, 430 East Twenty-third St r eet.",4,"adobe",1899
"254","         Aimone Manufacturing Co., Treasurer and Director.",4,"adobe",1899
"255","CORBIN, AUSTIN, JR., 192 Broadway.",4,"adobe",1899
"256","         Atlantic Brass Co., President and Director.",4,"adobe",1899
"257","         Hilliker Co. of N. Y., The, Director.",4,"adobe",1899
"258","         Manhattan Beach Co., Vice-President and Director.",4,"adobe",1899
"259","         Man h attan B each Hotel & L and Co. (Limited), Vice-President and Di-",4,"adobe",1899
"260","            rector.",4,"adobe",1899
"261","        Marginal R.R. Co., Director.",4,"adobe",1899
"262","         N. Y .. Brookly n & Manhattan Beach R.R. Co., Vice-President and Director.",4,"adobe",1899
"263","        R eal Estate Mortgage Co., Presid ent and Director.",4,"adobe",1899
"264","        R ockaway Park Improvement Co., President a nd Director.",4,"adobe",1899
"265","         Sunny Side Co., Vice-President a nd Direct or.",4,"adobe",1899
"266","CORBIN, WILLIAM H., 100 Broadway. .",4,"adobe",1899
"267","        First N ational B a nk of J ersey City, Director.",4,"adobe",1899
"268","        Morris Ca1ial & Banking Co., Director.",4,"adobe",1899
"269","         New J ersey Title Guaran tee and Trust Co., Director .",4,"adobe",1899
"270","        N ew Y ork Parcel Dispatch Co., Director.",4,"adobe",1899
"271","        N ew York, Susqueh an na & Wes t ern R.R. Co., Director.",4,"adobe",1899
"272","CORDES. CHARLES H. , 56 West Street.",4,"adobe",1899
"273","        Salvator Brewing Co., Treasurer and Director.",4,"adobe",1899
"274","CORDES, HERMAN, 2272 Third Avenue.",4,"adobe",1899
"275","        United Confectione•rs' Association, Director.",4,"adobe",1899
"276","CORDES. JOHN F., 875 Eighth Avenue.",4,"adobe",1899
"277","        United Confectioner s' A ssociation , Director.",4,"adobe",1899
"278","CORDIER, AUGUSTE J ., 19 Clif'r Street.",4,"adobe",1899
"279","        La lance & G·rosjean Manufacturing Co., Director.",4,"adobe",1899
"280","CORDTS, E . D., 234 Broadway.",4,"adobe",1899
"281","        N. Y. Savings Bank, Trustee.",4,"adobe",1899
"282","CORMACK, JOHN A. , Produce Exch ange Building.",4,"adobe",1899
"283","        B est E lectric Light Co., Director.",4,"adobe",1899
"284","        Consolidated Lake and Cana l Co., Director.",4,"adobe",1899
"285","        Maritime Exchange, Director.",4,"adobe",1899
"286","CORN, HENRY, 170 Fifth Avenue.",4,"adobe",1899
"287","        Mechanics' and Traders' B a nk, Director.",4,"adobe",1899
"288","CORNELL, ALONZO B., 195 Broadway.",4,"adobe",1899
"289","        Ame rican Ral\way Electric Light Co., Vice-President a nd Director.",4,"adobe",1899
"290","        Industrial D evelopmen t Co .. Director .",4,"adobe",1899
"291","        Western Unl·o n Telegraph Co., Director.",4,"adobe",1899
"292","CORNELL, CHAR LES G., 44 Broadway.",4,"adobe",1899
"293","        Flemington Coal a.nd Coke Co., Treasur er and Director.",4,"adobe",1899
"294","CORNELL, J. M., 143 Centre Street.                .",4,"adobe",1899
"295","   .   'New York Real Estate Association, T h e. Director.",4,"adobe",1899
"296","CORNELL. JOHN M., 143 Centre Street.",4,"adobe",1899
"297","        Deer Hill Co. (Limited), Director.",4,"adobe",1899
"298","CORNELL. PETER G., Pier 46 (New). North River.",4,"adobe",1899
"299","        Citizens' Steamboat Co., Treasurer and Director .",4,"adobe",1899
"300","        K eyport Steam boat Co., President and Director .",4,"adobe",1899
"301","        N ew Brunswick, Amboy & N.Y. Steamboat Co., President and Director.",4,"adobe",1899
"302","        N . Y. & K eyport Tra n sportation Co., Presiden t and Director .",4,"adobe",1899
"303","CORNELL, RUSSELL R., 160 Franklin Street.",4,"adobe",1899
"304","        Metropolitan Plate Glass Insur ance Co., Direct or .",4,"adobe",1899
"305","CORNELL, SAMUEL J. , Pier 46 (New), North River.",4,"adobe",1899
"306","        Citizens' Steamboat Co., Director.",4,"adobe",1899
"307","        Ke yport Steam boat Co., Vice-Presiden t and Direct or .",4,"adobe",1899
"308","                                      [Continued.]",4,"adobe",1899
"309","",4,"adobe",1899
"310","                      DIRECTORY OF DIRECTORS.                              106",5,"adobe",1899
"311","        New Brunswick, Amboy & N. Y. Steamboat Co., Vice-Preside nt and Di-",5,"adobe",1899
"312","             rector.",5,"adobe",1899
"313","        N. Y. & Keyport Transportation Co., Director .",5,"adobe",1899
"314","CORNING, F. G., 35 Wall Street.",5,"adobe",1899
"315","        Exploration Syndicate, The, President and Director.",5,"adobe",1899
"316","        GuanaJuato Consolidated Mining and Milling Co., President and Director.",5,"adobe",1899
"317","        San Cristobal Gold Mines Co., The, President and Direc tor.",5,"adobe",1899
"318","        Zacatecas Gold Mines Co., The, President a nd Director.",5,"adobe",1899
"319","CORNISH, L . H .. 18 Rose Street.",5,"adobe",1899
"320","         Spirit of '76 Publishing Co., Secretary, Manager and Director .",5,"adobe",1899
"321","CORNISH, W. D., 120 Broadway.",5,"adobe",1899
"322","        Oregon Short Line R.R. Co., President and Director.",5,"adobe",1899
"323","CORNWALL, EDWIN F., 1181 Broadway.",5,"adobe",1899
"324","        Cornwall, Beebe & Co., Presiden t and D irector.",5,"adobe",1899
"325","CORRIGAN, MICHAEL A .. 452 Madison A venue.",5,"adobe",1899
"326","         Trustees o! St. P at r ick's Cath edral, President ot the Board.",5,"adobe",1899
"327","CORSA, ANDREW J., 200 Montague Street, Brooklyn.",5,"adobe",1899
"328","        Columbia Mutual Building and Loan Association, Director.",5,"adobe",1899
"329","CORSON, HENRY C., 66 Reade Street.",5,"adobe",1899
"330","        B. F. Goodrich Co., Director.",5,"adobe",1899
"331","        Columbia Rubber Works Co., Direc tor",5,"adobe",1899
"332","CORTISS, HARRY W., 18 Cortlandt Street.",5,"adobe",1899
"333","        Grand Conservatory of Music or t h e City of N ew York, Direc tor.",5,"adobe",1899
"334","CORWIN, CHARLES, 154 N assau Street, Brooklyn.",5,"adobe",1899
"335","        Long Island Safe D eposit Co., Brookl y n, Director.",5,"adobe",1899
"336","        Metropolitan Plate Glass Insurance Co., Dir ector.",5,"adobe",1899
"337","        U. S. Fire Insurance Co., Director.",5,"adobe",1899
"338","CORWIN, CLARENCE C., 66 Beaver Street.",5,"adobe",1899
"339","        P elham Park R.R. Co., Secretary, Trea.<1urer and Director.",5,"adobe",1899
"340","CORWIN, F. H ., W oodhaven, L. I .",5,"adobe",1899
"341","        Jama.tea Ice and Cold Storage Co., Director.",5,"adobe",1899
"342","        Suburban Electric Light Co. , of Woodhaven, Treasurer and Director.",5,"adobe",1899
"343","        Woodhaven Bank, The, Vice-President and Director.",5,"adobe",1899
"344","CORWIN, FRANK L., 108 Wall Street.",5,"adobe",1899
"345","        Feigel Car Co., Secretary and Director.",5,"adobe",1899
"346","CORWITH. W. F., 851 Manhattan Avenue, Brooklyn.",5,"adobe",1899
"347","        Seventeen th Ward Bank, Brooklyn, Director.",5,"adobe",1899
"348","C:OSTELLO, PATRIC K C., 150 Nassau Street.",5,"adobe",1899
"349","        U. S. Leath er Co.. The, Director.",5,"adobe",1899
"350","COSTER, CHARLES H., 23 Wall Street.",5,"adobe",1899
"351","        Ala bama. Great Southern R.R. Co., Director.",5,"adobe",1899
"352","        A s h evUle & Spartanburg Railway, Director.",5,"adobe",1899
"353","        Butl'alo & Loc kport Railway, Director.",5,"adobe",1899
"354","        Buffalo & Nlal'ara Falls Electric Railway, Director.",5,"adobe",1899
"355","        Buffalo Creek R .R. Co., President and Direc tor.",5,"adobe",1899
"356","        Butfalo Railway Co., Director.",5,"adobe",1899
"357","        Chesapeake & Ohio Railway Co., Direc t or.",5,"adobe",1899
"358","        Chicago & Erle R.R. , Director.",5,"adobe",1899
"359","        Chicago, Indianapolis & Louisville R.R., Direct or.",5,"adobe",1899
"360","        Chicago, Milwaukee & St. Paul R.R. Co., Director.",5,"adobe",1899
"361","        Clifton Suspension Bridge Railway, Director.",5,"adobe",1899
"362","        Detroit & Mac kinac R a ilway Co., Director.",5,"adobe",1899
"363","        Edison Electric Illuminating Co., The, Director.",5,"adobe",1899
"364","        Elgin, Joliet & Ea.stern Railway Co., of Boston, Director.",5,"adobe",1899
"365","        Erle R.R. Co., Direc tor.",5,"adobe",1899
"366","        General Electric Co., Director.",5,"adobe",1899
"367","        Rocking Valley Railway Co. , Director.",5,"adobe",1899
"368","        International 'Traction Co., Director.",5,"adobe",1899
"369","        Lehigh Valley Coal Co.. Director.",5,"adobe",1899
"370","        Lehigh Valley lt.lt. Co., Director.",5,"adobe",1899
"371","                                      [Continued.]",5,"adobe",1899
"372","",5,"adobe",1899
"373","10()          THE AUD 11' COMPANY OF NE' V YORK.",6,"adobe",1899
"374","         L ehigh Valle y Tra n s p orta tion Co. , Direc tor.",6,"adobe",1899
"375","          Lewis ton Connecting Bridge Co., Director.",6,"adobe",1899
"376","          N . Y., Susqueha nna & \\'estern R.R. Co., Director.",6,"adobe",1899
"377","          Niagara Falls & Suspension Bridge Rallway, Director.",6,"adobe",1899
"378","          Nia ga ra Falls P a rk & Ri ver Railway Co., Director.",6,"adobe",1899
