"","text","page","method"
"358","E.G. Barnard",32,"tesseract"
"359","M.w. Attwood",32,"tesseract"
"360","M.W. Attwood",32,"tesseract"
"361","E .G . Barnard",32,"tesseract"
"362","C. Napier",32,"tesseract"
"363","J.W.D. Dundes",32,"tesseract"
"364","E.G. Barnard",32,"tesseract"
"365","Sir G. Cockburn",32,"tesseract"
"366","J.W.D. Dundas",32,"tesseract"
"367","J.W.D. Dundas",32,"tesseract"
"368","E.G. Barnard",32,"tesseract"
"369","D. Salomon:",32,"tesseract"
"370","D. Salomon:",32,"tesseract"
"371","D.W. Wire",32,"tesseract"
"372","r-r-O Orr- r-r-r-r-",32,"tesseract"
"373","OPI-",32,"tesseract"
"374","PF!""",32,"tesseract"
"375","1'!-",32,"tesseract"
"376","[Resignation of Dundee on appointment as Commander of the Mediterranean Fleet]",32,"tesseract"
"377","1852 6308",32,"tesseract"
"378","(11/2)",32,"tesseract"
"379","1852 6,308",32,"tesseract"
"380","[Resignation of Holt]",32,"tesseract"
"381","1857 7,888",32,"tesseract"
"382","(9/2)",32,"tesseract"
"383","1857 7338",32,"tesseract"
"384","H. Stewart",32,"tesseract"
"385","M. Chambers",32,"tesseract"
"386","P. Rolt",32,"tesseract"
"387","M. Chambers",32,"tesseract"
"388","H. Stewart",32,"tesseract"
"389","D. Salomon:",32,"tesseract"
"390","Sir W.J. Codrington",32,"tesseract"
"391","8.W.A. Sleigh",32,"tesseract"
"392","Sir W.J. Codrington",32,"tesseract"
"393","J. Townsend",32,"tesseract"
"394","M. Chambers",32,"tesseract"
"395","L",32,"tesseract"
"396","L",32,"tesseract"
"397","l-I'I'O",32,"tesseract"
"398","f'l'",32,"tesseract"
"399","('1'!-",32,"tesseract"
"400","Unopp.",32,"tesseract"
"401","2,409",32,"tesseract"
"402","1,511",32,"tesseract"
"403","1,236",32,"tesseract"
"404","2,956",32,"tesseract"
"405","1,211",32,"tesseract"
"406","2,415",32,"tesseract"
"407","2,360",32,"tesseract"
"408","2,026",32,"tesseract"
"409","1,102",32,"tesseract"
"410","2,975",32,"tesseract"
"411","1,543",32,"tesseract"
"412","2 .985",32,"tesseract"
"413","2 ,784",32,"tesseract"
"414","2,065",32,"tesseract"
"415","[Resignation of Townsend following bankrumcy and suspension from the House of Commons]",32,"tesseract"
"416","1859 7,942",32,"tesseract"
"417","(16/2)",32,"tesseract"
"418","CL) 81C",32,"tesseract"
"419","D. Salomon:",32,"tesseract"
"420","W. Angerstein",32,"tesseract"
"421","L",32,"tesseract"
"422","L",32,"tesseract"
"423","3,444",32,"tesseract"
"424","2,523",32,"tesseract"
"425","GREENWICH [4] 100m.)",33,"tesseract"
"426","(Two Seats)",33,"tesseract"
"427","Election Electors Candidate Party Votes",33,"tesseract"
"428","1859 7,942 D. Solomons L 3373",33,"tesseract"
"429","W. Angerstein L 3,520",33,"tesseract"
"430","M. Chambers L 1,718",33,"tesseract"
"431","Sir J.H. Maxwell, Bt. C 1,031",33,"tesseract"
"432","1865 9,805 D. Salomon: L 4,499",33,"tesseract"
"433","Sir C.T. Bright L 3,691",33,"tesseract"
"434","Sir J.H. Maxwell, 8t. C 2,328",33,"tesseract"
"435","J.E. Langley L 190",33,"tesseract"
"436","D. Harris C 1 16",33,"tesseract"
"437","1868 15 .5881 D. Solomons L 6,684",33,"tesseract"
"438","W.E. Gladstone L 6,386",33,"tesseract"
"439","Sir H.W. Parker C 4,704",33,"tesseract"
"440","Viscount Mahon C 4,372",33,"tesseract"
"441","[Appointment of Gladstone as Prime Minister and First Lord of the Treasury]",33,"tesseract"
"442","1868 W.E. Gladstone L Unopp.",33,"tesseract"
"443","(21/12)",33,"tesseract"
"444","[Death of Solomons)",33,"tesseract"
"445","1873 15,990 T.W. Boord 0 4,525",33,"tesseract"
"446","(4/8) J.B. Langley L 2,379",33,"tesseract"
"447","W. Angerstein L 1,064",33,"tesseract"
"448","Sir J. Bennett L 324",33,"tesseract"
"449","F1. Coningsby C 27",33,"tesseract"
"450","W. Pook C 27",33,"tesseract"
"451","1874 17,599 T.W. Board C 6,193",33,"tesseract"
"452","W.E. Gladstone L 5,968",33,"tesseract"
"453","J.E. Liardet C 5.561",33,"tesseract"
"454","J.B. Langley L 5,255",33,"tesseract"
"455","1880 22,161 T.W. Board C 9,243",33,"tesseract"
"456","Baron de Worms C 9,240",33,"tesseract"
"457","J.E. Saunders L 8,152",33,"tesseract"
"458","W,H. Stone L 8,141",33,"tesseract"
"459","10",33,"tesseract"
"460","C0 81C",33,"tesseract"
"461","HACKNEY [5]",34,"tesseract"
"462","(Two Seats)",34,"tesseract"
"463","Eleclion Electors Candidate Party Votes",34,"tesseract"
"464","1868 40,613 C. Reed L 14,785",34,"tesseract"
"465","J. Holms L 12,243",34,"tesseract"
"466","0.5. Butler L 6,825",34,"tesseract"
"467","C.L. Webb C 2,633",34,"tesseract"
"468","L.S. Dickson L 2,575",34,"tesseract"
"469","JJ. Homer L 2,021",34,"tesseract"
"470","1874 40,870 J. Holms L 6.968",34,"tesseract"
"471","C. Reed L 6.893",34,"tesseract"
"472","WJ. Gill C 6.310",34,"tesseract"
"473","[Election declared void on petition]",34,"tesseract"
"474","1874 40570 J. Holms L 10,905",34,"tesseract"
"475","(25/4) H. Fawoett L 10,476",34,"tesseract"
"476","W.J. Gill C 8,994",34,"tesseract"
"477","1880 43,773 H. Fewcett L 18,366",34,"tesseract"
"478","J. Holrns L 16997",34,"tesseract"
"479","G.C.F. Bertley C 10,322",34,"tesseract"
"480","[Appointment of Fewoett as PostmasterGenerel and Holms as a Lord Commissioner of the Treasury]",34,"tesseract"
"481","1880 H. Faweett L Unopp.",34,"tesseract"
"482","(7/5) J. Holms L Unopp.",34,"tesseract"
"483","[Death of Fewcettl",34,"tesseract"
"484","1884 48,076 J. Stuart L 14,540",34,"tesseract"
"485","(20/11) A. MacAlister C 8,543",34,"tesseract"
"486","Petition :—",34,"tesseract"
"487","1874: Void election",34,"tesseract"
"488","11",34,"tesseract"
"489","C0 81C",34,"tesseract"
"490","Election Electors",35,"tesseract"
"491","1832 4,768",35,"tesseract"
"492","1835 4,435",35,"tesseract"
"493","1837 7,040",35,"tesseract"
"494","1841 7,731",35,"tesseract"
"495","1847 13,885",35,"tesseract"
"496","[Resignation of Pearson)",35,"tesseract"
"497","1850 16,284",35,"tesseract"
"498","(7/8)",35,"tesseract"
"499","1852 18,131",35,"tesseract"
"500","1857 20,276",35,"tesseract"
"501","1859 21,737",35,"tesseract"
"502","[Resignation of Raupell)",35,"tesseract"
"503","1862 23,542",35,"tesseract"
"504","(5/5)",35,"tesseract"
"505","[Death of Williams)",35,"tesseract"
"506","1865",35,"tesseract"
"507","(9/5)",35,"tesseract"
"508","1865 27,754",35,"tesseract"
"509","C0 81C",35,"tesseract"
"510","LAMBETH [6]",35,"tesseract"
"511","(Two Seats)",35,"tesseract"
"512","Candidate",35,"tesseract"
"513","TC. Tennyson",35,"tesseract"
"514","B. Hawes",35,"tesseract"
"515","D . Wakefield",35,"tesseract"
"516","J. Moore",35,"tesseract"
"517","8. Hawes",35,"tesseract"
"518","C. Tennyson (D’Eyncourt)",35,"tesseract"
"519","C. Farebrot her",35,"tesseract"
"520","8. Hawes",35,"tesseract"
"521","C.T. D'Eynoourt",35,"tesseract"
"522","C. Baldwin",35,"tesseract"
"523","8. Hawes",35,"tesseract"
"524","C.T. D'Evnoourt",35,"tesseract"
"525","C. Baldwin",35,"tesseract"
"526","T. Cabbell",35,"tesseract"
"527","C. Pearson",35,"tesseract"
"528","C.T. D'Evnoourt",35,"tesseract"
"529","B. Hawes",35,"tesseract"
"530","W. Williams",35,"tesseract"
"531","Sir C. Napier",35,"tesseract"
"532","J.H. Palmer",35,"tesseract"
"533","W.A. Wilkinson",35,"tesseract"
"534","W. Williams",35,"tesseract"
"535","C.T. D'Eynoourt",35,"tesseract"
"536","W. Roupell",35,"tesseract"
"537","w. Williams",35,"tesseract"
"538","W.A. Wilkinson",35,"tesseract"
"539","W. Roupell",35,"tesseract"
"540","W. Williams",35,"tesseract"
"541","F. Doulton",35,"tesseract"
"542","W.C. Sleigh",35,"tesseract"
"543","W.A. Wilkinson",35,"tesseract"
"544","J.C. Lawrence",35,"tesseract"
"545","T. Hughes",35,"tesseract"
"546","F. Doulton",35,"tesseract"
"547","J.C. Lawranoa",35,"tesseract"
"548","J. Haig",35,"tesseract"
"549","12",35,"tesseract"
"550","r-r-r- i-r-r- r-r-i- l'l'l' OOl’l‘ ort- Ol'l'",35,"tesseract"
"551","I‘l—",35,"tesseract"
"552","I'Ol'",35,"tesseract"
"553","Of'f'l'",35,"tesseract"
"554","Votes",35,"tesseract"
"555","2,716",35,"tesseract"
"556","2,166",35,"tesseract"
"557","819",35,"tesseract"
"558","155",35,"tesseract"
"559","2,008",35,"tesseract"
"560","1,995",35,"tesseract"
"561","931",35,"tesseract"
"562","2,934",35,"tesseract"
"563","2,811",35,"tesseract"
"564","1.624",35,"tesseract"
"565","2 ,m1",35,"tesseract"
"566","2.568",35,"tesseract"
"567","1 .999",35,"tesseract"
"568","1 ,763",35,"tesseract"
"569","4,614",35,"tesseract"
"570","3,708",35,"tesseract"
"571","3,344",35,"tesseract"
"572","3334",35,"tesseract"
"573","1,182",35,"tesseract"
"574","585",35,"tesseract"
"575","4,752",35,"tesseract"
"576","4,022",35,"tesseract"
"577","3329",35,"tesseract"
"578","9,318",35,"tesseract"
"579","7,648",35,"tesseract"
"580","3,234",35,"tesseract"
"581","Unopp.",35,"tesseract"
"582","Unopp.",35,"tesseract"
"583","5,124",35,"tesseract"
"584","754",35,"tesseract"
"585","347",35,"tesseract"
"586","Unopp.",35,"tesseract"
"587","6,373",35,"tesseract"
"588","6,280",35,"tesseract"
"589","4,743",35,"tesseract"
"590","514",35,"tesseract"
"591","Election",36,"tesseract"
"592","1868",36,"tesseract"
"593","1874",36,"tesseract"
"594","1880",36,"tesseract"
"595","Petition :—",36,"tesseract"
"596","E baton",36,"tesseract"
"597","33,377",36,"tesseract"
"598","40,103",36,"tesseract"
"599","50,541",36,"tesseract"
"600","LAMBETH [6] (Cont)",36,"tesseract"
"601","(Two Seats)",36,"tesseract"
"602","00nd Edut-",36,"tesseract"
"603","J.C. Lawrence",36,"tesseract"
"604","W. McAnhur",36,"tesseract"
"605","J.M. Howard",36,"tesseract"
"606","Sir J.C. Lawrence, 81.",36,"tesseract"
"607","W. McArthur",36,"tesseract"
"608","J.M. Howard",36,"tesseract"
"609","Sir J.C. Lawrenu, 8!.",36,"tesseract"
"610","W. McArthur",36,"tesseract"
"611","J.M. Howard",36,"tesseract"
"612","1 857: Dismissed (Roupeu only)",36,"tesseract"
"613","Co 81C",36,"tesseract"
"614","13",36,"tesseract"
"615","Potty",36,"tesseract"
"616","Ol'l' 01'1""",36,"tesseract"
"617","Ol'f""",36,"tesseract"
"618","Votes",36,"tesseract"
"619","15,051",36,"tesseract"
"620","14,553",36,"tesseract"
"621","7,043",36,"tesseract"
"622","12,175",36,"tesseract"
"623","11,788",36,"tesseract"
"624","11,201",36,"tesseract"
"625","19,315",36,"tesseract"
"626","18,983",36,"tesseract"
"627","16.701",36,"tesseract"
"628","Election Electors",37,"tesseract"
"629","1832 8,901",37,"tesseract"
"630","[Resignation of Portmanl",37,"tesseract"
"631","1833 8,901",37,"tesseract"
"632","(20/31",37,"tesseract"
"633","1835 7,752",37,"tesseract"
"634","1837 10,843",37,"tesseract"
"635","MARYLEBONE [7]",37,"tesseract"
"636","(Two Seats)",37,"tesseract"
"637","Candidate",37,"tesseract"
"638","15.8. Portman",37,"tesseract"
"639","tSir W. Home",37,"tesseract"
"640","Sir 5. 81.5.8. Whalley",37,"tesseract"
"641","T. Murphy",37,"tesseract"
"642","L.G. Jones",37,"tesseract"
"643","Sir S. St. 8.8. Whalley",37,"tesseract"
"644","H.T. Hope",37,"tesseract"
"645","Hon. C.A. Murray",37,"tesseract"
"646","T. Murphy",37,"tesseract"
"647","Sir S. St. 5.3. Whalley",37,"tesseract"
"648","H.L.E. Bulwer",37,"tesseract"
