"","text","page","method","year"
"58","         De K alb A ven u e & N or t h B each R .R. Co.. Secretn ry, Tren!'lurer And Di-",100,"adobe",1901
"59","             r ector .",100,"adobe",1901
"60","C ANNON, FREDERIC K C., 665 Broadwa.y.",100,"adobe",1901
"61","          Lauten H o t e l Co., TTe asurer n.nd D ir ect o r .",100,"adobe",1901
"62","",100,"adobe",1901
"63","                      DIRECTORY OF DIRECTORS.                                       101",101,"adobe",1901
"64","CAN NON, HENRY B., 315 Broadway.",101,"adobe",1901
"65","         Bridgeport Gun Implem ent Co., 'l'he, Manager and Direc tor.",101,"adobe",1901
"66","C ANNON, HENRY W., 83 Cedar Street.",101,"adobe",1901
"67","         B r ookl yn Union Gaa Co.• Director.",101,"adobe",1901
"68","         C hase National Bank, President and Director.",101,"adobe",1901
"69","         C llnto n H a ll .AssoclaUon, Direct or .",101,"adobe",1901
"70","         Great Northern Eleva.tor Co. of Bu1ralo. V ice-President a nd Directo r .",101,"adobe",1901
"71","         Great Northern Railway Co., Director.",101,"adobe",1901
"72","         Gu arantee Co. of N orth Amt?rlca, Director.",101,"adobe",1901
"73","         Imperial Insurance Co. (Limited), Trustee.",101,"adobe",1901
"74","         Lake Erle & Western R .R. Co., D ir ect or.",101,"adobe",1901
"75","         London & N . Y. Investm en t Cor poration (Limited), T h e, Director.",101,"adobe",1901
"76","         Ma nhattan Trust Co., Dir ect or.",101,"adobe",1901
"77","         N. Y., Ontario & W estern Railway Co., Direct or.",101,"adobe",1901
"78","         O ntario, Carbondale & S c ranton R ailway Co., Direct or.",101,"adobe",1901
"79","         Oregon R .R. & Navigation Co. , The, Director.",101,"adobe",1901
"80","         Paclftc Coast Co., Chairman of the Boa.rd of Direct ors.",101,"adobe",1901
"81","         U. S. Guarantee Co., Vice-President a nd Direc tor.",101,"adobe",1901
"82","C ANNON, JAMES G., H Nassau Stree t.",101,"adobe",1901
"83","         D. Apple ton & Co. , Chairman of the Board of Directors.",101,"adobe",1901
"84","         F ifth Avenue Bank, Director.",101,"adobe",1901
"85","         Fourth National Bank. The, Vice-President nnd Director.",101,"adobe",1901
"86","         Franklin Savings B a nk, Trustee.",101,"adobe",1901
"87","         H. W . J ohns Manufactu r ing Co.. C h a irman o f t h e Board of Directors.",101,"adobe",1901
"88","         Scarsdale Estates, President and Director.",101,"adobe",1901
"89","         Trow Direct ory Printing & Bookbinding Co., C hairman of t h e Board o f",101,"adobe",1901
"90","              Direct o rs.",101,"adobe",1901
"91","C ANTRELL, WILLIAM R., 60 Pea rl Street.",101,"adobe",1901
"92","         Wllllams & Flash Co., The, Secret:iry and Directo r.",101,"adobe",1901
"93","CANTY, DANIEL, 714 Grand Street, Brooklyn.",101,"adobe",1901
"94","         Bushwlck Savings Bank, Brook lyn. Trustee.",101,"adobe",1901
"95","         North Side Bank, Brooklyn, Director.",101,"adobe",1901
"96","CAPEN. CRAWFORD, 130 Fulton Street.",101,"adobe",1901
"97","         Ame rican Collectors· Co., President and Director .",101,"adobe",1901
"98","C APEN, WALTER N ., 11 Broadway.",101,"adobe",1901
"99","         Sta r & Herald Co., The, S ecretary and Director.",101,"adobe",1901
"100","C APERS, JAMES H ., 62 William S treet.",101,"adobe",1901
"101","         Atlantlc Fis h e ries Co., Secre t ary. 'l'r easurer and Director.",101,"adobe",1901
"102","CAPLIN, HARRY, Z7 Beekman Street.",101,"adobe",1901
"103","         Union Card & Paper Co., Vice-Presid ent and Direc tor.",101,"adobe",1901
"104","CAPLIN , STEPHEN, Z7 Beekman Street.",101,"adobe",1901
"105","         U nion Card & Paper Co., Secre tary, Treas urer and Dir ector.",101,"adobe",1901
"106","CARD, ALBERT M .• 99 Nassa u Street.",101,"adobe",1901
"107","         Amenia Mining Co. , The, Presiden t. Gener a l Manager n nd Director .",101,"adobe",1901
"108","         Landon Iron Co., The, Secr et a ry, Treasurer n nrl Direc tor.",101,"adobe",1901
"109","C ARD, JAMES VAN DYCK, 300 Columbus Avenue.",101,"adobe",1901
"110","         Bower D ecorating & Printing Co., Director .",101,"adobe",1901
"111","         Franklin Savings B a nk, Trustee.",101,"adobe",1901
"112","C ARDEZA. HOWARD J . M., Z7 William Street.",101,"adobe",1901
"113","         American Spirits Ma nufacturing Co .. Direc tor.",101,"adobe",1901
"114","         Dletllltng Co. \>( Ame rica, Third V ice-Pr esident and Director.",101,"adobe",1901
"115","         Hannis Dls lllUng Co., Treasurer a n d Direc t or .",101,"adobe",1901
"116","         K e n t u cky Distilleries & Warehouse Co., Vl ce -Pre..c~ ld ent and Director.",101,"adobe",1901
"117","         Spirits Distributing Co., P r eside n t nnd Direct or.",101,"adobe",1901
"118","         Standard Dlstllllng & Distributing Co.. Preside n t and Dlractor .",101,"adobe",1901
"119","C AREY, FRANK C., 430 W est F ourteenth Street.",101,"adobe",1901
"120","         Autographtc R egist e r Co .. S ecretary and Directo r .",101,"adobe",1901
"121","C'A REY. GEORGE H .. 1 Broadway.",101,"adobe",1901
"122","         Murphy Snfe t y Third Rall Electric Co., Vl ce- Pre~ l de nt and Director.",101,"adobe",1901
"123","",101,"adobe",1901
"124","102         THE AUDIT COMPANY OF NEW YORl\:.",102,"adobe",1901
"125","CAREY, H . D ., JR., 115 Pearl Street.",102,"adobe",1901
"126","        Pelham Park RR. Co., Director.",102,"adobe",1901
"127","CAREY, HENRY D ., 116 Pearl Street.",102,"adobe",1901
"128","        Pelham Park RR Co.• Pres ident and Director.",102,"adobe",1901
"129","CAREY, HENRY 'l'., 42 New Street.",102,"adobe",1901
"130","        Fifth Avenue Safe D eposit Co., The, 'l'reasurer a nd •rrustee.",102,"adobe",1901
"131","        Second National Bank, The, Director .",102,"adobe",1901
"132","CAREY, JOSEP H F ., MS Dean Street, Brooklyn.",102,"adobe",1901
"133","        N. Y . & L ong Island Construction Co., Director.",102,"adobe",1901
"134","CAREY, PETER J ., 24 Va.nde w a.ter Street.",102,"adobe",1901
"135","        Carey Printing Co., President and Director.",102,"adobe",1901
"136","CAREY, ROBERT E., 321 Pearl Street.",102,"adobe",1901
"137","        Central Park Improvement Co., Director.",102,"adobe",1901
"138","CAREY, WILLIAM FRANCIS, 71 Broadway.",102,"adobe",1901
"139","        Bankers' & Me r ch ants' Advertis ing Co., Treasurer and Director.",102,"adobe",1901
"140","CARGILL, HARRY H ., 126 Front Street.",102,"adobe",1901
"141","        N. Y. & Baltimore Coftee Polishing Co. , Secretary and Directo r.",102,"adobe",1901
"142","CARHART, AMORY S., 43 Exchange Place.",102,"adobe",1901
"143","        P eople 's Trus t Co., Brooklyn, Trustee.",102,"adobe",1901
"144","CARHART, GEORGE B ., 126 Columbia Heights, Brooklyn.",102,"adobe",1901
"145","        N ational Bank o! the R epublic , The, Direc tor.",102,"adobe",1901
"146","        Union Trust Co. of N. Y., Trustee.",102,"adobe",1901
"147","CARHART, W . E., 130 Columbia H eights, Brooklyn.",102,"adobe",1901
"148","        Brooklyn Acade my ot Mus ic, Direc tor.",102,"adobe",1901
"149","CARL, FRE DERICK, 526 West 1''orty-s ixth Street.",102,"adobe",1901
"150","        D eale rs H ygiene I ce Co., •rreasure r an<l Dire c to r.",102,"adobe",1901
"151","CARLE, J . J ., 153 W a ter Street.",102,"adobe",1901
"152","         F olle t t Mac hine Co., The, Director.",102,"adobe",1901
"153","CARLEBACH, EMIL, 21 Broad Street.",102,"adobe",1901
"154","        Popp Compressed Air & Electric Power Co., Director.",102,"adobe",1901
"155","CARLET ON, GEORGE W ., 668 Broadway.",102,"adobe",1901
"156","        Equitable Life Assurance Society ot the U . S .. The, Director.",102,"adobe",1901
"157","        Fifth Avenue Sate D eposit Co., The, Trustee.",102,"adobe",1901
"158","        Willcox & Gibbs Sewing Machine Co., President a.nd Director.",102,"adobe",1901
"159","CARLETON, HENRY GUY, 1133 Broadwa y.",102,"adobe",1901
"160","        Car leton Electric Co., President, M anager and Directo r.",102,"adobe",1901
"161","CARLEY. i;iRANCIS D . , 20 Broad Street.",102,"adobe",1901
"162","        Anglo-American Rapid V ehicle Co. , Direc tor.",102,"adobe",1901
"163","CARLEY, WILLIAM L ., 21 Park .Row .",102,"adobe",1901
"164","        Baldwin & R o wlan d Switch Co., The. Secretary and Direc tor.",102,"adobe",1901
"165","~ARLYN , PATRICK J .. U3 Cltnton Avenue, Brooklyn.",102,"adobe",1901
"166","        Co111poslt e V ene e ring Co. , 'l'he. Presid ent a nd DlrectC\r .",102,"adobe",1901
"167","        E a gle W a r eh o use & Storage Co., D irector.",102,"adobe",1901
"168","        Nightingale l nterlocktng Wood-Block Floor Co., The, D irect or .",102,"adobe",1901
"169","        P e tersburg Gra.nlte Co., T he, Direc to r.",102,"adobe",1901
"170","        Pochuck Granite Co., The, Directo r.",102,"adobe",1901
"171","        U. S. Mortar Supply Co., Director.",102,"adobe",1901
"172","CARLISLE, J OHN G., SO Broa d StreeL",102,"adobe",1901
"173","        Erle Canal Electric Tra ction Co. , Director.",102,"adobe",1901
"174","         Nor t h American T r ust Co.• Directo r.",102,"adobe",1901
"175","CARLL, BENJAMIN W ., foot of For ty-thi rd Stree t. Brooklyn.",102,"adobe",1901
"176","        Ge neral Power Co., The, Director.",102,"adobe",1901
"177","CARLSON. WILLIAM H ., 38 Wall StreeL",102,"adobe",1901
"178","        King Bee Garne t Gold-Copper Mining & Mill ing Co., P1·c!'lld E>nt :t.nd Di-",102,"adobe",1901
"179","             r ector .",102,"adobe",1901
"180","CARMICHAEL, ALEXANDER R , 30 Broad Stre.et.",102,"adobe",1901
"181","        Inte r national Cable Directory Co., Direc tor.",102,"adobe",1901
"182","C ARMICH AEL, THOMAS, 27 Pine Street.",102,"adobe",1901
"183","        Cn r Trust Investm ent Co .. Pres ident :rnd Direct o r.",102,"adobe",1901
"184","                                        l Continued .]",102,"adobe",1901
"185","",102,"adobe",1901
"186","                      DIREC'l'ORY OF DlREC'fORS.                                      103",103,"adobe",1901
"187","         Fort S cott Water Supply Co., President and Director.",103,"adobe",1901
"188","         Rto Gra nde Coal Co .. President and Director.",103,"adobe",1901
"189","CARMODY, ARTHUR F., 135 Broadway.",103,"adobe",1901
"190","         Magdalena Rive r Coloniz a tion Co., Secretary, Treas ure r and Director.",103,"adobe",1901
"191","C ARNEGIE, ANDREW, 5 W est Flrty-flrst Street.",103,"adobe",1901
"192","         Keokuk & Hamllto11 Bridge Co.. Preside nt a nd Director.",103,"adobe",1901
"193","    •    Music Hall Co. of N. Y. (Limited). Director .",103,"adobe",1901
"194","         Pittsburg, Bessem er & Lake Erle R.R. Co., Director .",103,"adobe",1901
"195","C ARNER, A . H . , 11 Broadway.",103,"adobe",1901
"196","         N. Y. & Bermudez Co .. Manag ing Direct or.",103,"adobe",1901
"197","CARNEY, FRED M., Produce Exchange, E . 7.",103,"adobe",1901
"198","         Pelham Park R.R. Co., Director.",103,"adobe",1901
"199","C ARNEY. JOHN A., 9& Nassau Street.",103,"adobe",1901
"200","         Traders & Travelers' Accident Insurance Co., Director.",103,"adobe",1901
"201","CARNRIC K, G. W ., ~ Murray Street.",103,"adobe",1901
"202","         G. W . Carnrlck Co .. President, Mnna g e r and Director .",103,"adobe",1901
"203","C ARNRICK, JOHN, 260 Wool Exchange.",103,"adobe",1901
"204","         Composite Type Bar Co., President and Director .",103,"adobe",1901
"205","         Peptenzyme Co., President and Director.",103,"adobe",1901
"206","         Protonucleln Co., The, President and Director.",103,"adobe",1901
"207","         Wallace Food Co.. President and Director .",103,"adobe",1901
"208","C ARO, JULIUS, 62 Vestry Stre et.",103,"adobe",1901
"209","         Atlas Safe & M achinery Truckage Co., President and Director.",103,"adobe",1901
"210","C ARPENDER, WILLIAM, 32 Pine Street.",103,"adobe",1901
"211","         American Gas Co., Director.",103,"adobe",1901
"212","         Atlantic Trust Co., S econd Vice-Pr esident and Trustee.",103,"adobe",1901
"213","         Kanona & Prattsburgh Railway. Director.",103,"adobe",1901
"214","         Kings ton Gas & El ectric Co., President and Director .",103,"adobe",1901
"215","         N. Y. County N ation a l Bank. Second Vice-President and Director.",103,"adobe",1901
"216","         Sixth Avenue R.R. Co. , Dlrector.",103,"adobe",1901
"217","         South American L n nd & Exploration Co .. The. Me mbe r of Advisory Com -",103,"adobe",1901
"218","             mittee.",103,"adobe",1901
"219","         W estmoreland Coal Co., Director .",103,"adobe",1901
"220","C ARPENTER, AARON A. , 132 Park Avenue.",103,"adobe",1901
"221","         Ca rpenter Brothers Co., Treuurer and Director.",103,"adobe",1901
"222","C ARPENTER, ALLAN, 103 North Moore Street.",103,"adobe",1901
"223","         Columbia Refrigera ting Co., Director.",103,"adobe",1901
"224","C ARPENTER, BENJAMIN F ., 66 Pine Street.",103,"adobe",1901
"225","         N . Y. Parcel DlspR.tch Co., Direc tor.",103,"adobe",1901
"226","CARPENTER, ERWIN C., 94 Mott Street.",103,"adobe",1901
"227","         Manhattan Bedding Co., President and Director.",103,"adobe",1901
"228","CARPENTER, F . T ., Tl Allen Street.",103,"adobe",1901
"229","         Vac uum Can & Jar Co., Director .",103,"adobe",1901
"230","CARPENTER, FREDERICK B .. 46 C edar Street.",103,"adobe",1901
"231","         British-American Insurance Co., Vice-President and Director.",103,"adobe",1901
"232","C ARPENTER, GEORGE RICEl, 601 W est One Hundred a nd Thirteenth Street.",103,"adobe",1901
"233","         Columbia University Press, T rustee.",103,"adobe",1901
"234","C ARPENTER, GEORGE W ., 132 Park Avenue.",103,"adobe",1901
"235","         Carpe nter Brothers Co., President and D ir ect or.",103,"adobe",1901
"236","C ARPENTER, HARRY B. , 26 Broadway.",103,"adobe",1901
"237","         L ister's Agricultura l C h e mical Work s Co. , Vice-Preside n t, Treasu rer nnd",103,"adobe",1901
"238","             Director.",103,"adobe",1901
"239","C ARPENTER, HERBERT S., 206 Broadwa y.",103,"adobe",1901
"240","         P h oenix Electric T elephone Co., Director.",103,"adobe",1901
"241","CARPENTER, JAMES B .. 51 Front St r eet.",103,"adobe",1901
"242","         Ma.nha.ttan Oil Co.. Treasurer a nd Dln•c to r .",103,"adobe",1901
"243","CARPENTER, JAMES E .. 56 Pine Street.",103,"adobe",1901
"244","         Phoenix Elec tric T elephone Co., Direc t o r .",103,"adobe",1901
"245","CAR PENTER. JAMES E., 289 Greenwich Street.",103,"adobe",1901
"246","           Irving Savings Inetltutlon, Trustee.",103,"adobe",1901
"247","",103,"adobe",1901
"248","        104           rrllF. .\ UD JT COMPANY OF NE \ V YORK.",104,"adobe",1901
"249","         C ARPENTER. JOHN C .. l OS Sixth Avenue.",104,"adobe",1901
"250","                    Wes t Side Savin gs Bank. Trustee.",104,"adobe",1901
"251","         C ARPENTER. REESE. 16 East Forty-second Str ee t .",104,"adobe",1901
"252","                    K e nslco Ce m e tery, The. C omptroll e r and Direc to r .",104,"adobe",1901
"253","         CARP ENTER, RI C HARD F ., 403 Be rry Stree t. Brooklyn.",104,"adobe",1901
"254","                    Kings C ounty Sav ings Ins titution , Vic e-Pres iden t and Trustee.",104,"adobe",1901
"255","         C'ARPE NTER, SAMUEL. 1100 Broadway.",104,"adobe",1901
"256","                    Ga me we ll F:lre Alarm T t>legraph Co .. T h e, Trustee.",104,"adobe",1901
"257","                    N. Y . Railway & S teams hip T ime Table Co .. Direc to r .",104,"adobe",1901
"258","                   N . Y. Transfer Co .. Me mbe r or Board o f Managers.",104,"adobe",1901
"259","                    Ocean Time Table Distributing Co., Direc tor.",104,"adobe",1901
"260","         C' A RPENTER, SAMUEL J .. 415 East One Hundred and Forty- four th Street.",104,"adobe",1901
"261","                     'arpe nter Stone Co., President and Director .",104,"adobe",1901
"262","           'ARPENTER, W . T . COLBMAN. 36 Wall Stree t .",104,"adobe",1901
"263","                    A m erican Ship Building Co., Director.",104,"adobe",1901
"264","                    Bish op-Hoyt Fruit Co .. Dir ector.",104,"adobe",1901
"265","                    Hoyt- Bis hop-Steve ns Co., Direc tor. .",104,"adobe",1901
"266","                   Orange La k e Fruit Co., Di r ect or .",104,"adobe",1901
"267","        CARR. JOHN, 77 W est One Hundred :ind Tw<'nty-slxth Str :?c t .",104,"adobe",1901
"268","                   C itize ns· Savings & Loan Assoc iation of N. Y . City, The, Trus t ee.",104,"adobe",1901
"269","            ARR. JOHN H .. 81 Fulton Street.",104,"adobe",1901
"270","                    Bank e rs' Llfo Insurance Co ., Director.",104,"adobe",1901
"271","         C ARR. WALTER C., 40 Beaver Street.",104,"adobe",1901
"272","                    B r oun -Green Co., T h e, Secretary. Treasurer and Direc tor.",104,"adobe",1901
"273","         C ARRAGAN, GEORGE. 64 Dey Street.",104,"adobe",1901
"274","                    Bllll:igs . King & Co .. The. Director.",104,"adobe",1901
"275","                   Co ok & R e rnhe lme r Co .. The , Second Vice- Preside nt a.1 :i Director .",104,"adobe",1901
"276","                   Mechanics Trust Co .. Director.",104,"adobe",1901
"277","        CARRERE, JOHN M .. 28 East Forty-first Street.",104,"adobe",1901
"278","                   Building & Sanitary Inspection Co. , Director.",104,"adobe",1901
"279","          'ARRINGTON, JAMES M ., 16 Park Place.",104,"adobe",1901
"280","                   Ame rican Spo rts Publishing Co .. Secr e tary, Treasure r and Director .",104,"adobe",1901
"281","        C A RRO LJ,, BRADISH J .. 126 L ibe rty Street.",104,"adobe",1901
"282","                   Duval Metnlllc Pac king Co.• Preside nt and Direct or .",104,"adobe",1901
"283","                   MRnurac ture r s Record Publis hing C o. o f B a ltimore, Direct or .",104,"adobe",1901
"284","                   P o we r Spec ia lty Co., Secr et a ry, Treasure r and DlrPc tor.",104,"adobe",1901
"285","                   Rite's Hydraulic Engine Manufac t uring Co., Direc tor.",104,"adobe",1901
"286","        CARROLL, DANIEL J ., 393 P earl Street.",104,"adobe",1901
"287","                   A lbe m a r le S oapstone Co., President and Direc t o r .",104,"adobe",1901
"288","                   Alberen e Stone C o., Preside nt and Director.",104,"adobe",1901
"289","                   Carr oll Box & Lumbe r Co., Preside nt and D ir ec t o r .",104,"adobe",1901
"290","                      h a tham Nationa l Bank, The . Direc tor.",104,"adobe",1901
"291","                   Common Se n s e M e tallic Pac k ing Manufa c turing Co ., Pres ide n t and Di-",104,"adobe",1901
"292","                         r ect or .",104,"adobe",1901
"293","                   Exce lsio r Sa vings Bnnk. Trustee.",104,"adobe",1901
"294","                   John R. Williams Co. , T h e , Direc t o r .",104,"adobe",1901
"295","                   SplrRI Nut-L ock Co.. Pres ide nt a nd Direct or .",104,"adobe",1901
"296","          'ARRO LL, E. M ., 220 B roadway.",104,"adobe",1901
"297","                   Na tio na l P y r ogra nlt Co .. Secr e ta ry. Trens urti r and .Man11gl ng Direct o r.",104,"adobe",1901
"298","        C ARRO LL, G . C .. 310 Sixth A venue.",104,"adobe",1901
"299","                   Ma rc us W ard Co .. Dir ect or .",104,"adobe",1901
"300","        l 'ARRO I, L , H O WARD . 41 Park Row.",104,"adobe",1901
"301","                   S icil ia n As phalt Paving Co.• Pres ide nt a nd Dlrec tM.",104,"adobe",1901
"302","                   Stnrln Trnns porta tlon Line , Dir ect or.",104,"adobe",1901
"303","        C ARRO LL, J O llN F .. 3 E a.st J<~gh ty - fir;0 t S t r P t.",104,"adobe",1901
"304","                   Nlne tel'nlh W a rd Bu nk. Dln.:c: t or .",104,"adobe",1901
"305","        C ARRO Li, , J OS IO: PH 0 ., H!) Eas t Twe nty- fourth S treet.",104,"adobe",1901
"306","                   F laa, Doerr & C a rro ll H orse Co ., Trea""8ure r and Director .",104,"adobe",1901
"307","",104,"adobe",1901
"308","",104,"adobe",1901
"309","",104,"adobe",1901
"310",".....",104,"adobe",1901
"311","",104,"adobe",1901
"312","                     DIRECTORY OF DIRECTORR                                    105",105,"adobe",1901
"313","C'A RROL L, R. WARD, 310 Slxlh Avenue.",105,"adobe",1901
"314","         Ma rcus W a rd Co., Vice-President, Ac ting Secretary, 'freRsurer a nd Di-",105,"adobe",1901
"315","             rect or .",105,"adobe",1901
"316","C ARROLL, THOMAS F ., 22f Fourth Ave nue.",105,"adobe",1901
"317","         Edward J. Dewey Co., Treasure r and Direc tor.",105,"adobe",1901
"318","C ARROLL. WILLI AM, S85 Broadway.",105,"adobe",1901
"319","         Fruit Auc tion Co. , The, Director.",105,"adobe",1901
"320","C ARRUTHE>RS, FREDERICK W ., 486 Tompkins Avenue. Broo k lyn.",105,"adobe",1901
"321","         Brevoor t Savings Bank, Brooklyn, F irst Vice-President and Direc t or .",105,"adobe",1901
"322","CARR UTHERS, J OHN H ., 50 Broadway.",105,"adobe",1901
"323","         Anglo-American Canalgre Co., Ma n a g er a nd Directo r .",105,"adobe",1901
"324","         Clima x Quick T anning Co., Manager a nd Director.",105,"adobe",1901
"325","CARSON, ANDRE'W J ., 689 Third Avrnue.",105,"adobe",1901
"326","         M u rray Hill Co-operative Building & l .oa n Association, President a nd",105,"adobe",1901
"327","             Dir ector.",105,"adobe",1901
"328","CARSON, HENRY, 1207 Fulton Street, Brooklyn.",105,"adobe",1901
"329","         Bedford Ba.nk, Brooklyn, Direc tor.",105,"adobe",1901
"330","         Brevoort Savings Bank, Brooklyn, Director.",105,"adobe",1901
"331","C ARSON, J OHN HENRY, ltl East Twenty-fifth Stree t .",105,"adobe",1901
"332","         Me tropolitan Register Co., President a nd D lre<""tor .",105,"adobe",1901
"333","         Ste rling-M eake r Co., President a nd Director .",105,"adobe",1901
"334","CARSTENSEN, J O HN, 526 Grand Central S tation .",105,"adobe",1901
"335","         Ame rican Sate D eposit Co., Trustee.",105,"adobe",1901
"336","         Ma.hopac Falls R.R. Co. , President and Director.",105,"adobe",1901
"337","         Norfolk .~ P ortsm outh Belt Line R.R., Vice-President and Di r ector .",105,"adobe",1901
"338","         Norfolk & Southern R .R . Co., Pr~s lc.Jent a nd Director .",105,"adobe",1901
"339","         Troy Union R.R. Co., Direct or .",105,"adobe",1901
"340","         WallkllJ Valley R.R. Co., Comptr o lle r and Director.",105,"adobe",1901
"341","C'ARTEn, AARON. 11 Malden Lane.",105,"adobe",1901
"342","         Bombay T ramway Co., Director .",105,"adobe",1901
"343","         Electric Enameling Co., President and Director .",105,"adobe",1901
"344","        ·Holmes Electric Protective Co., Director .",105,"adobe",1901
"345","         Howard Savings Bank, Newark, Trustee.",105,"adobe",1901
"346","         Newark City Bank, Director.",105,"adobe",1901
"347","         Prude ntia l Lite Insurance Co., Director.",105,"adobe",1901
"348","C ARTER, EDWARD, 201 Duane Street .",105,"adobe",1901
"349","         D . M. Wygant Co., S ecretary and Director.",105,"adobe",1901
"350","C ARTER, EDWARD A ., Elm Street, near East H ouston Street.",105,"adobe",1901
"351","         Keppler & Sc hwarzmann, Secr e tary and Director.",105,"adobe",1901
"352","C' ARTER. ERNEST, 29 WaJI Street.",105,"adobe",1901
"353","         Me tal Fabric Co., President and Director.",105,"adobe",1901
"354","CARTER. GEORGE L ., 80 Broadway.",105,"adobe",1901
"355","         Virginia. Iro n Coal & Coke Co., President and Director.",105,"adobe",1901
"356","CARTF.R, HENRY L., 11 Broa dway.",105,"adobe",1901
"357","         York Haven Pape r Co.• President a nd Director .            •",105,"adobe",1901
"358","         Wanaque River P aper Co.. The, Vl:::e-Presldent and Director.",105,"adobe",1901
"359","C ARTE R, J. BARKER, 45 Br oadway.",105,"adobe",1901
"360","         Indestruc tible Roa d Bed Co., President a nd Dlr<>c tor.",105,"adobe",1901
