"","text","page","method"
"159","                            (Two seats until 1868; one seat from 1868)",105,"adobe"
"160","Election        Electors                 C.ndldei.                                         Party    Votes",105,"adobe"
"161","1859            314                     J.N . Gladstone                                    C        171",105,"adobe"
"162","                                        C.D. Griffith                                      C        167",105,"adobe"
"163","                                        S.W. Taylor                                         L       148",105,"adobe"
"164","(Death of Gladstone )",105,"adobe"
"165","1863            331                     Hon . W.W. Add ington                              C        170",105,"adobe"
"166","(18/2)                                  J .W. Probyn                                        L        88",105,"adobe"
"167","                                        I. Abrahams                                         L         6",105,"adobe"
"168","(Succession of Add ington to the Peerage - Viscount Sldmouth)",105,"adobe"
"169","1864                                     Sir T. Bateson , Bt .                             C        Unopp.",105,"adobe"
"170","(18/4)",105,"adobe"
"171","1865            359                      Sir T. Bateson , Bt .                             C        181",105,"adobe"
"172","                                         C.D. Griffith                                     C        152",105,"adobe"
"173","                                         J . Curling                                        L         0",105,"adobe"
"174","1868            858                      Sir T. Bateson, Bt.                               C        385",105,"adobe"
"175","                                         J .W. Probyn                                       L       321",105,"adobe"
"176","                                         C.D. Griffith                                     C         34",105,"adobe"
"177","1874            902                      Sir T. Bateson, Bt .                              C        396",105,"adobe"
"178","                                         C.D. Griffith                                     C        364",105,"adobe"
"179","                                         S.F .K. Sloper                                    Ind        2",105,"adobe"
"180","1880            913                      Sir T. Bateson , Bt .                             C        446",105,"adobe"
"181","                                         A.C.M. ThomJ»On                                    L       388",105,"adobe"
"182","Pet ltlona :-",105,"adobe"
"183","       1838 :   E lection   of Dundas dec la red vo id . Heneege du ly elected after 1cr u tl n y",105,"adobe"
"184","       1844:    Withdrawn",105,"adobe"
"185","                                                      107",105,"adobe"
"186","",105,"adobe"
"187","                                      DEVONPORT (60)",106,"adobe"
"188","                                         (TwoS•ts)",106,"adobe"
"189","Election        Electors            Candidao                          Party   Vo181",106,"adobe"
"190","1832            1,777               Sir G . Grey. Bt .                L       1,178",106,"adobe"
"191","                                    Sir E. Codrington                 L         891",106,"adobe"
"192","                                    G. Leach                          L         575",106,"adobe"
"193","1835            1,870               Sir E . Codrington                L       1,114",106,"adobe"
"194","                                    Sir G. Grey. Bt.                  L        956",106,"adobe"
"195","                                    G.R. Dawson                       C        764",106,"adobe"
"196","1837            2 ,145              Sir E. Codrington                 L       Unopp .",106,"adobe"
"197","                                    Sir G. Grey. Bt .                 L       Unopp .",106,"adobe"
"198","(Appointment of Grey as J udge-Ad110cateGeneral)",106,"adobe"
"199","1839                                Sir G. Grey, Bt.                  L       Unopp.",106,"adobe"
"200","120/21",106,"adobe"
"201","[Resignation of Codrington)",106,"adobe"
"202","1840            2,121               H. Tufnell                        L        974",106,"adobe"
"203","124/11                              G.R.Dawson                        C        750",106,"adobe"
"204","1841            2,131               H. Tufnell                        L        966",106,"adobe"
"205","                                    Sir G . Grey. Bt.                 L        932",106,"adobe"
"206","                                    G.R. Dawson                       C        780",106,"adobe"
"207","(Appointment of Grey as Secretary of State for the Home Department)",106,"adobe"
"208","1846                                Sir G. Gray. Bt.                  L       Unopp .",106,"adobe"
"209","110/71",106,"adobe"
"210","1847            2,343               H. Tufnell                        L       1,136",106,"adobe"
"211","                                    J . Romilly                       L       1,022",106,"adobe"
"212","                                    J . Sanders                       C         842",106,"adobe"
"213","[Appointment of Romilly as Solicitor-General)",106,"adobe"
"214","1848                                J. Romilly                        L       Unopp .",106,"adobe"
"215","13/41",106,"adobe"
"216","[Appointment of Romilly as Attorney-General)",106,"adobe"
"217","1850                                Sir J. Rom illy                   L       Unopp.",106,"adobe"
"218","(17/71",106,"adobe"
"219","[Appointment of Romilly as Master of the Rolls)",106,"adobe"
"220","1851                                Sir J . Rom illy                  L       Unopp .",106,"adobe"
"221","12/41",106,"adobe"
"222","1852            2,407               H. Tufnell                        L       1,079",106,"adobe"
"223","                                    Sir G .H.F. Berkeley              C       1,()56",106,"adobe"
"224","                                    Sir J . Romilly                   L       1,046",106,"adobe"
"225","                                    Sir J .H. Maxwell, Bt .           C       1,032",106,"adobe"
"226","                                                  108",106,"adobe"
"227","",106,"adobe"
"228","                                      DEVONPORT (60) (Cont.)",107,"adobe"
"229","                                            (Two Seats)",107,"adobe"
"230","Election          Electors             Candidata                            Pany   Votas",107,"adobe"
"231","[R•ignation   of Tufnell)",107,"adobe"
"232","1854              2,417                Sir T .E. Parry                      L      1 ,091",107,"adobe"
"233","( 11 /5)                               Sir J.H. Maxwell, Bt .               C         689",107,"adobe"
"234","1857              2,628                Sir T .E. Perry                      L      Unopp .",107,"adobe"
"235","                                       J. Wilson                            L      Unopp.",107,"adobe"
"236","1859             2 ,759                J.Wibon                              L      1.216",107,"adobe"
"237","                                       Sir T.E. Perry                       L      1,198",107,"adobe"
"238","                                       W .8 . Ferrand                       C      1,075",107,"adobe"
"239","                                       A.PNI                                C      1,039",107,"adobe"
"240","[Appointment of Wilson as Vice.President of the Board of Trade)",107,"adobe"
"241","1859                                   J . Wilson                           L      Unopp.",107,"adobe"
"242","(27/6)",107,"adobe"
"243","(Resignation of Perry on appointment as a Member of the Council of India)",107,"adobe"
"244","1859             2,759                 Sir M. Seymour                       L      1,096",107,"adobe"
"245","19/81                                  W.B. Ferrand                         C      1,047",107,"adobe"
"246","(Resignation of Wilson)",107,"adobe"
"247","1859             2,759                 Sir A .W. Bullerr                    L      1,189",107,"adobe"
"248","(17 /81                                W .8. Ferrand                        C      1,114",107,"adobe"
"249","(Resignation of Seymour)",107,"adobe"
"250","1863             2,758                 W.8. Ferrand                         C      1.234",107,"adobe"
"251","(12/21                                 Hon. F.W. Grey                       L      1,204",107,"adobe"
"252","(Resignation of Buller in order to contest Liskeard)",107,"adobe"
"253","1866             2.S20                 T . Brassey                          L      1,264",107,"adobe"
"254","(22/61                                 J. Fleming                           C      1.208",107,"adobe"
"255","1866             2,820                 J. Fleming                           C      1,307",107,"adobe"
"256","                                       W.8 . Ferrand                        C      1,290",107,"adobe"
"257","                                       T. Braaey                            L      1,279",107,"adobe"
"258","                                       T. Phinn                             L      1,243",107,"adobe"
"259","(Election declared wid on petition)",107,"adobe"
"260","1866             2,820                 Lord Eliot                           L      1,275",107,"adobe"
"261","(22/51                                 M. Chambers                          L      1.269",107,"adobe"
"262","                                       H.C. Raikes                          C      1,216",107,"adobe"
"263","                                       Hon . R.C.E. Abbot                   C      1,215",107,"adobe"
"264","1868             3,374                 J.D. Lewis                           L      1,541",107,"adobe"
"265","                                       M. Chambers                          L      1,519",107,"adobe"
"266","                                       W .8. Ferrand                        C      1,370",107,"adobe"
"267","                                       W. Palliser                          C      1,365",107,"adobe"
"268","                                                     109",107,"adobe"
"269","",107,"adobe"
"270","                                      DEVONPORT (60) (Cont.)",108,"adobe"
"271","                                            (Two Seats)",108,"adobe"
"272","Election         Elec:ton                Candidat9              Party   Vat•",108,"adobe"
"273","1874             3,348                   J .H. Puleston         C       1,525",108,"adobe"
"274","                                         G .E. Price            C       1,483",108,"adobe"
"275","                                         J .O . Lewis           L       1,327",108,"adobe"
"276","                                         G .S . Symons          L       1,250",108,"adobe"
"277","1880             3,790                   J.H . Puleston         C       1 ,753",108,"adobe"
"278","                                         G.E. Price             C       1,746",108,"adobe"
"279","                                         J.O . Lewis            L       1,509",108,"adobe"
"280","                                         A.C. Selle r           L       1,476",108,"adobe"
"281","Peti tions :-",108,"adobe"
"282","       1869 :    Withd rawn",108,"adobe"
"283","       (9/81",108,"adobe"
"284","       1865 :    Lapsed     on Disso lut ion of Parliame nt",108,"adobe"
"285","       (22 /6)",108,"adobe"
"286","       1865 :    Vold e lection",108,"adobe"
"287","       1866 :    Withdrawn",108,"adobe"
"288","                                                          110",108,"adobe"
"289","",108,"adobe"
"290","                         DEWSBURY [61)",109,"adobe"
"291","Election   Electors   Candidate          Party   VotH",109,"adobe"
"292","1868       7 J)72     J. Simon           L       3,392",109,"adobe"
"293","                      H. Cossham         L       2,923",109,"adobe"
"294","1874       8,803      J. Simon           L       3,706",109,"adobe"
"295","                      J .C. Cox          L       3,272",109,"adobe"
"296","                      W.H. Colbeck       C         26",109,"adobe"
"297","1880       9,960      J . Simon          L       3,599",109,"adobe"
"298","                      W. Hoyle           L       3.254",109,"adobe"
"299","                      A . Austin         C       1.586",109,"adobe"
"300","                                   111",109,"adobe"
"301","",109,"adobe"
"302","                                    LAMBETH (6)",10,"adobe"
"303","                                      (Two Seats)",10,"adobe"
"304","Election         Electors    Candidate                  Pany    Votes",10,"adobe"
"305","1832              4,768     tC. Tennyson                L       2 ,716",10,"adobe"
"306","                             B. Hawes                   L       2 ,166",10,"adobe"
"307","                             0. Wakefield               L          819",10,"adobe"
"308","                             J. Moore                   L          155",10,"adobe"
"309","1835              4,435      B. Ha-•                    L       2 ,008",10,"adobe"
"310","                             C. Tennyson (D'Eyncourt}   L       1,995",10,"adobe"
"311","                             C. Farebrother             C          931",10,"adobe"
"312","1837              7,040      B. Hawes                   L       2,934",10,"adobe"
"313","                             C.T. O'Eyncourt            L       2,811",10,"adobe"
"314","                             C. Baldwin                 C       1,624",10,"adobe"
"315","1841              7,731      B. Hawes                   L       2,00 1",10,"adobe"
"316","                             C.T. O' Eyncou rt          L       2.568",10,"adobe"
"317","                             C. Baldwin                 C       1,999",10,"adobe"
"318","                             T. Cabbell                 C       1,763",10,"adobe"
"319","                                                            •",10,"adobe"
"320","1847             13,885      C. Pearson                 L       4,614",10,"adobe"
"321","                             C.T. O'Eyncourt            L       3,708",10,"adobe"
"322","                             B. Ha_,                    L       3,344",10,"adobe"
"323","(Resignation of Pearson)",10,"adobe"
"324","1850             16,284      W. Williams                L       3,834",10,"adobe"
"325","(7/81                        Sir C. Napier              L       1,182",10,"adobe"
"326","                             J.H . Palmer               L         585",10,"adobe"
"327","1852             18,131      W.A . Wilkinson            L       4 ,752",10,"adobe"
"328","                             W. Williams                L       4,022",10,"adobe"
"329","                             C.T . D' Eyncourt          L       3,829",10,"adobe"
"330","1857             20.276      W. Roupell                 L       9,318",10,"adobe"
"331","                             W.Williams                 L       7,648",10,"adobe"
"332","                             W.A. Wilkinson             L       3.234",10,"adobe"
"333","1859             21,737      W. Roupell                 L       Unopp .",10,"adobe"
"334","                             W. Williams                L       Unopp.",10,"adobe"
"335","(Res ignation of Roupell)",10,"adobe"
"336","1862             23,542      F. Ooulton                 L       5.124",10,"adobe"
"337","(5/5 1                       W.C. Sleigh                C         754",10,"adobe"
"338","                             W.A. Wilkinso n            L         347",10,"adobe"
"339","(Deeth of Williams)",10,"adobe"
"340","1865                         J.C. Lawre nce             L       Unopp _",10,"adobe"
"341","(9/51",10,"adobe"
"342","1865             27,754      T . Hughes                 L       6 ,373",10,"adobe"
"343","                             F . Doulton                L       6.280",10,"adobe"
"344","                             J .C. Lawrence             L       4 ,743",10,"adobe"
"345","                             J . Haig                   C          514",10,"adobe"
"346","                                             12",10,"adobe"
"347","",10,"adobe"
"348","                                      DORCHESTER (62)",110,"adobe"
"349","                            (Two seats until 1868; one seat from 1868)",110,"adobe"
"350","Election         Electors              Candida19                             Party   VotN",110,"adobe"
"351","1832             322                  tHon. A .H.A . Cooper                  C       Unopp .",110,"adobe"
"352","                                      tA. Williams (Senr.I                   C       Unopp .",110,"adobe"
"353","1835             318                    Hon . A.H.A. Cooper                  C       Unopp .",110,"adobe"
"354","                                        A. Williams (Junr.)                  C       Unopp .",110,"adobe"
"355","1837              397                   Hon . A.H .A . Cooper                C       Unopp .",110,"adobe"
"356","                                        A. Williams (Junr.)                  C       Unopp .",110,"adobe"
"357","1841              367                   Hon. A .H .A . Cooper                C       Unopp .",110,"adobe"
"358","                                        Sir J.A.G . Graham. Bt.              C       Unopp.",110,"adobe"
"359","(Appointment   of Graham as Secretary of State for the Home Department   I",110,"adobe"
"360","1841                                    Sir J.A .G. Graham, Bt.              C       Unopp .",110,"adobe"
"361","113/91",110,"adobe"
"362","1847              405                   Hon. G.L.D . Darner                  C       Unopp .",110,"adobe"
"363","                                        H.G. Sturt                           C       Unopp.",110,"adobe"
"364","1852              432                   R.B. Sheridan                        L       235",110,"adobe"
"365","                                        H .G . Sturt                         C       215",110,"adobe"
"366","                                        Hon . G.L.D . Darner                 C       186",110,"adobe"
"367","(Resignatio n of St urt in order t o contest Dorset   I",110,"adobe"
"368","1856                                    C.N. Sturt                           C       Unopp.",110,"adobe"
"369","122/71",110,"adobe"
"370","1857              451                   R .B . Sheridan                      L       Unopp.",110,"adobe"
"371","                                        C.N. Sturt                           C       Unopp .",110,"adobe"
"372","1859              442                   R.B. Sheridan                        L       Unopp .",110,"adobe"
"373","                                        C.N . Sturt                          C       Unopp .",110,"adobe"
"374","1865              432                   C.N. Sturt                           C       268",110,"adobe"
"375","                                        A.B. Sheridan                        L       255",110,"adobe"
"376","                                        Sir H .D. Wolff                      C       103",110,"adobe"
"377","1868              628                   C.N . Sturt                          C       Unopp .",110,"adobe"
"378","1874              688                   W.E. Brymer                          C       353",110,"adobe"
"379","                                        F .F. Head                           L       233",110,"adobe"
"380","1880              817                   W.E. Brymer                          C       374",110,"adobe"
"381","                                        Hon . A .W.F . Grevi lle             L       332",110,"adobe"
"382","                                                          112",110,"adobe"
"383","",110,"adobe"
"384","                                           DOVER (63)",111,"adobe"
"385","                                             (Two Seats)",111,"adobe"
"386","Election        Electol'I            Cerw:tida19             Party   VotN",111,"adobe"
"387","1832             1,651              tC .P. Thomson           L        713",111,"adobe"
"388","                                     Sir J .R. Reid, Bt.     C        644",111,"adobe"
"389","                                     J. Halcomb              C        523",111,"adobe"
"390","                                    tR.H . Stanhope          L        498",111,"adobe"
"391","(Thomson elects to sit for Manchester I",111,"adobe"
"392","1833             1.651               J. Halcomb              C        734",111,"adobe"
"393","(7/31                                R.H . Stanhope          L        665",111,"adobe"
"394","1835             1,564               J .M. Factor            C        908",111,"adobe"
"395","                                     Sir J.R. Reid, Bt .     C        782",111,"adobe"
"396","                                     E .R . Rice             L        761",111,"adobe"
"397","1837            1,677                E .R . Rice             L        854",111,"adobe"
"398","                                     Sir J.R . Reid , Bt .   C        829",111,"adobe"
"399","                                     J .M. Factor            C        742",111,"adobe"
"400","1841             1,857               Sir J.R. Reid , Bt .    C       1,000",111,"adobe"
"401","                                     E.R. Rice               L         960",111,"adobe"
"402","                                     J . Halcomb             C         536",111,"adobe"
"403","                                     A. Galloway             L         281",111,"adobe"
"404","1847            2 ,060               E .R . Rice             L       1,104",111,"adobe"
"405","                                     Sir G . Clerk, Bt.      C         932",111,"adobe"
"406","                                     H.T . Prinsep           C         897",111,"adobe"
"407","1852            2,064                Viscount Chelsea        C       1,097",111,"adobe"
"408","                                     E.R . Rice              L         898",111,"adobe"
"409","                                     Sir G. Clerk, Bt .      C         781",111,"adobe"
"410","1857            2 ,024               R.B . Osborne           L        989",111,"adobe"
"411","                                     Sir W. Russell , Bt .   L        958",111,"adobe"
"412","                                     Sir G . Clerk, Bt .     C        695",111,"adobe"
"413","                                     G .W. Hope              C        574",111,"adobe"
"414","1859            2,038                Sir H.J . Leeke         C        9 31",111,"adobe"
"415","                                     W . Nicol               C        902",111,"adobe"
"416","                                     Sir W. Russell . Bt.    L        788",111,"adobe"
"417","                                     R.B. Osborne            L        752",111,"adobe"
"418","1865            2,318                A.G . Dickson           C       1,026",111,"adobe"
"419","                                     C .K. Freshfield        C       1,012",111,"adobe"
"420","                                     Viscount Bury           L         903",111,"adobe"
"421","                                     T .E. Smith             L         892",111,"adobe"
"422","1868            3,392                A.G. Dickso n           C       1 .461",111,"adobe"
"423","                                     G. Jessel               L       1,435",111,"adobe"
"424","                                     C.K. Freshfield         C       1.387",111,"adobe"
"425","                                     I. Abrahams             L          35",111,"adobe"
"426","                                                   113",111,"adobe"
"427","",111,"adobe"
"428","                                        DOVER (63) (Cont.)",112,"adobe"
"429","                                            (Two Seats)",112,"adobe"
"430","Election          Electors              Candidate              P•ty   Votes",112,"adobe"
"431","[Appointment of Jessel as Solicitor-Oen.-el)",112,"adobe"
"432","1871              3,443                 G . Jessel             L      1.235",112,"adobe"
"433","(25/11 I                                E.W. Barnett           C      1,144",112,"adobe"
"434","[Resignetion of Jessel on appointment as Masterof the Rolls)",112,"adobe"
"435","1873              3,563                 E.W. Barnett           C      1,415",112,"adobe"
"436","(23/91                                  J.S. Forbes            L      1,089",112,"adobe"
"437","1874              3,714                 C.K . Freshfield       C      1,595",112,"adobe"
"438","                                        A.G. Dickson           C      1,316",112,"adobe"
"439","                                        C. Weguelin            L      1,118",112,"adobe"
"440","                                        F .A. lnderwick        L      1,062",112,"adobe"
"441","1880              4.239                 C.K. Freshf iekl       C      1,734",112,"adobe"
"442","                                        A.G. Dickson           C      1,701",112,"adobe"
"443","                                        Hon . P.J . Stanhope   L      1,607",112,"adobe"
"444","                                        W.C. Walker            L      1,506",112,"adobe"
"445","Pet it io n, :-",112,"adobe"
"446","        1833 :    Oismi-d",112,"adobe"
"447","        1857:     Withdrawn",112,"adobe"
"448","        1859 :    Ol1ml1Nd",112,"adobe"
"449","        1865 :    Withdrawn",112,"adobe"
"450","        1868:     D l1mi1aed (Dickson   only)",112,"adobe"
"451","                                                     114",112,"adobe"
"452","",112,"adobe"
"453","                                          DROITWICH (64)",113,"adobe"
"454","Election          ElectCM'I          Candidate                   Party   VotN",113,"adobe"
"455","1832               243             t J.H .H. Foley               L       Unopp .",113,"adobe"
"456","1835               285              J. 81f'neby                  C       128",113,"adobe"
"457","                                    J.H.H. Foley                 L       125",113,"adobe"
"458","1837               341              J.S. Pakington               C       Unopp .",113,"adobe"
"459","1841               347               J.S. Pakington              C       Unopp.",113,"adobe"
"460","1847               346              Sir J.S. Pakington, St.      C       Unopp .",113,"adobe"
"461","(Appointed Secretary of State f0t War and the Colonies)",113,"adobe"
"462","1862                                Sir J.S . Pakington, St .    C       Unopp .",113,"adobe"
"463","(4/3)",113,"adobe"
"464","1852               367              Sir J.S. Pakington, 8t .     C       Unopp.",113,"adobe"
"465","1857               371              Sir J.S . PakingtOn, 8t.     C       Unopp.",113,"adobe"
"466","(Appointed First Lord of the Admiralty)",113,"adobe"
"467","1858                                Sir J .S. Pakington , Bt.    C       Unopp .",113,"adobe"
"468","(3/3)",113,"adobe"
"469","1859               394               Sir J .S. Pakington, Bt .   C       Unopp.",113,"adobe"
"470","1866               400               Sir J .S. Pakington, Bt .   C       Unopp .",113,"adobe"
"471","(Appointed First Lord of the Admiralty)",113,"adobe"
"472","1866                                Sir J.S. Pakington, Bt.      C       Unopp .",113,"adobe"
"473","111m",113,"adobe"
"474","(Appointed Secretary of State for the Wit' Department)",113,"adobe"
"475","1867                                Sir J.S. Pakington , Bt.     C       Unopp .",113,"adobe"
